"BC_HKB2119_1690_T"	"HKB0036_3006_T"	"HKB0092_3000_T"	"HKB0143_3006_T"	"HKB0211_3002_T"	"HKB0233_3006_T"	"BC_HKB0662_1294_T"	"BC_HKB0913_1654_T"	"HKB0004_3006_T"	"HKB0125_3006_T"	"HKB0160_3000_T"	"BC_HKB0075_849_T"	"BC_HKB0187_1214_T"	"BC_HKB0199_1263_T"	"BC_HKB0561_1308_T"	"BC_HKB0588_M1349_T"	"BC_HKB0668_1298_T"	"BC_HKB0689_M1326_T"	"BC_HKB0754_1481_T"	"BC_HKB0759_1488_T"	"BC_HKB0761_1499_T"	"BC_HKB0772_1460_T"	"BC_HKB0833_1552_T"	"BC_HKB0876_1543_T"	"BC_HKB0895_1582_T"	"BC_HKB0921_1575_T"	"BC_HKB0922_1579_T"	"BC_HKB0923_1584_T"	"BC_HKB1384_1734_T"	"BC_HKB2109_1628_T"	"BC_HKB2123_1695_T"	"HKB0044_3006_T"	"HKB0089_3001_T"	"HKB0106_3006_T"	"HKB0162_3006_T"	"HKB0668_3000_T"	"HKB0692_3000_T"	"BC_HKB0056_809_T"	"BC_HKB0555_1321_T"	"BC_HKB0728_1447_T"	"BC_HKB0733_1459_T"	"BC_HKB0775_1470_T"	"BC_HKB0838_1563_T"	"BC_HKB1372_1697_T"	"BC_HKB2113_1657_T"	"HKB0065_3006_T"	"HKB0086_3006_T"	"HKB0157_3006_T"	"HKB0208_3006_T"	"HKB0210_3006_T"	"HKB0677_3000_T"
"DNMT3L"	0.978195629681652	0	0.0426443374084937	0	0.111031312388744	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	1.55581615506164	0	1.0071955014042	0	1.26303440583379	0	0	0.839959587489532	0	0	0	0	0	0	0	0	0	0	1.0071955014042	2.32768736417605	1.29278174922785	1.42223300068305	0	0	1.41142624572647	0	0	0	0	0	0
"OR5E1P"	4.80580834870147	0.124328135002202	0	0	0	0	0	0	0	0.16349873228288	0	0	0	0	0	4.40599235967584	0	3.64270157183323	3.84899843040002	2.1407786557828	3.23725777090037	6.25983740058951	2.4541758931858	0	0	2.01435529297707	0	3.91838623444635	4.17232749165762	0	2.36737106564853	0	0	0	0	0	0	0	4.79181407116183	7.80005862169737	0	6.60407132366886	3.57531233068744	3.95140129167431	4.97911075501579	0	0	0	0	0	0
"RGSL1"	0	0.0285691521967709	0.0143552929770701	0.0285691521967709	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0.111031312388744	0	0.0285691521967709	0
"MGC27382"	0	0.0426443374084937	0	0	0.137503523749935	0	0	0	0	0.250961573533219	0.20163386116965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.70487196445635	0	0	0	0	0.238786859587116	0.0285691521967709	0.422233000683048	0	0	0	0	0.887525270741587	0	0.687060688339892	0.773996325111173	0	0	0	0.344828496997441	0	0.0285691521967709	0	0.070389327891398	0
"GRIK2"	0.765534746362977	0.545968369105292	0.250961573533219	0.137503523749935	0.333423733725192	0.263034405833794	0	0	0.070389327891398	0.189033824390017	0.22650852980868	0	0	0	0	0.411426245726465	0.356143810225275	2.03913839390696	0	0	0	0.37851162325373	0	0	0	0	0.855989697308481	0	3.97361127551947	2.57288966842058	0	0.0426443374084937	0.31034012061215	0.432959407276106	0.505890929729957	1.4905701304462	0.22650852980868	0	0	0.669026765509631	2.67581593117227	0	0	0	0	0.22650852980868	0.356143810225275	1.65992455840238	1.34482849699744	4.78293270482084	0.485426827170242
"GAPDHS"	1.70043971814109	0	0	0	0	0.0565835283663675	2.99457972421575	1.84799690655495	0.214124805352847	0	0	1.42223300068305	2.55336050333533	1.88752527074159	0	1.06350294230616	2.52105073690096	0	1.11769504266975	2.877744249949	2.72465027173297	3.17152710603881	2.78031009904338	1.71369581484336	0	1.74846123300404	1.4541758931858	0.941106310946431	1.0496307677246	2.34766565630097	2.40599235967584	0	0.20163386116965	0.189033824390017	0.0565835283663675	0	0.0426443374084937	3.7235585614721	1.74416109557041	2.72027846523333	2.94485844580754	0	2.96716860753263	2.53605290024021	2.5385381636298	0	0	0	0	0.0426443374084937	0
"CHRM5"	3.27947129564447	0.150559676575381	0.978195629681652	0.124328135002202	0.189033824390017	0.0565835283663675	3.22032995487956	2.5385381636298	0.137503523749935	0	0	2.76341157447001	2.82781902461732	3.02147972741045	1.60407132366886	2.33628338786443	1.85598969730848	2.67807190511264	2.54349588342577	1.28095631383106	3.1906148602095	2.76341157447001	3.09761079662642	2.54101915313356	1.6959938131099	3.73552217729654	0.485426827170242	2.95977015521147	2.43295940727611	2.74200621086674	2.34766565630097	0.0426443374084937	0.124328135002202	0.0143552929770701	0.0565835283663675	0.16349873228288	0.189033824390017	2.31034012061215	3.35895882583233	3.06177619758669	2.5033487351675	3.92314918047231	3.42223300068305	3.71808758396052	3.32624970083746	0.0976107966264223	0.0285691521967709	0.0426443374084937	0.0565835283663675	0.0285691521967709	0.0285691521967709
"LOC647309"	0	0	0.0426443374084937	0.0143552929770701	0.0976107966264223	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0.0143552929770701	0	0	0	0	0	0	0	0	0	0	0	0	0.0143552929770701	0.0143552929770701	0	1.40599235967584	0
"HTR3C"	0	0.0285691521967709	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20789285164133	0	0	0	0	0	0	0	0.0285691521967709
"ANKRD20A3"	0	0.20163386116965	0.137503523749935	0.150559676575381	2.55581615506164	0	0	0	0.443606651475615	0.604071323668861	0.895302621333307	0	0	0.782408564927373	0	0	0	0.389566811762726	0	0	1.22032995487956	0	0.495695162624069	0	0	0	0.422233000683048	1.29278174922785	0	0.863938450423971	0.505890929729957	0.16349873228288	0	1.35614381022528	0.422233000683048	0.176322772640463	0.505890929729957	0	0	0.454175893185802	0	0.748461233004036	0.432959407276106	1.06350294230616	0	0.150559676575381	0.176322772640463	0.970853654340484	0.20163386116965	1.20789285164133	0.111031312388744
"LOC285045"	0	0.0285691521967709	0.0426443374084937	0	0	0.189033824390017	0	0	0.137503523749935	0.124328135002202	0	0	0	0	0	0	0	1.28095631383106	0	3.0703893278914	0	0	1.04264433740849	1.02147972741045	0.790772037862	3.37016428054021	0	0	3.46858331700683	1.37295209791183	0	0.0285691521967709	0	0	0	0	0	1.43295940727611	0	0	2.55581615506164	0	0	0	0	0	0	0	0.111031312388744	0	0.0976107966264223
"ERC2"	0	0.839959587489532	0.111031312388744	0.584962500721156	1.50080205305716	0.454175893185802	2.20789285164133	0.367371065648529	1.73552217729654	0.344828496997441	0.0976107966264223	1.01435529297707	0	0	0	0	0	0	0	0	1.89141918684608	0	0	0	0	0	0	0	0	0	0	0.27500704749987	0.22650852980868	0.344828496997441	0.298658315564515	0.124328135002202	0.356143810225275	0	0.55581615506164	0.27500704749987	0	1.38404980679516	0.594548549550354	0	0	0.20163386116965	0.545968369105292	0.250961573533219	0.31034012061215	2.13750352374994	0.0840642647884745
"DRD5"	1.58976348698498	0	0	0.0285691521967709	0.0426443374084937	0	1.48026512205446	2.29572302453997	0.0285691521967709	0	0	0	0	0	0.7311832415722	1.21412480535285	1.09761079662642	0.963474123974886	0	0	2.12763327972587	1.13750352374994	1.26903314645524	1.61353165291793	0	0	0.604071323668861	0	0.713695814843359	1.26303440583379	0.713695814843359	0.0285691521967709	0	0	0	0	0	1.70043971814109	1.63691458035588	4.00809242094872	0	3.20006486151431	0.545968369105292	0	0	0	0	0	0	0	0
"HORMAD2"	0	0.070389327891398	0	0	0.0426443374084937	0	0	0	0.0285691521967709	0.0426443374084937	0.20163386116965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.422233000683048	0.111031312388744
"PNMA5"	1	0.0285691521967709	0.0565835283663675	0.0285691521967709	0.111031312388744	0	0	2.3533232911629	0.0285691521967709	0	0	0	0	0.863938450423971	0	0	0	0	0	0.863938450423971	1.59454854955035	0	1.03562390973072	0	1.06350294230616	1.9297909977186	0	0.495695162624069	0	0.333423733725192	0	0	0.0143552929770701	0	0	0	0	0	0	1.97452931248388	0.464668267003444	1.18903382439002	0.75702324650746	0.84799690655495	0	0	0.0285691521967709	0	0	0.0426443374084937	0
"HBE1"	0	0	0	0.070389327891398	0	0	0	0	0	0.0976107966264223	0.31034012061215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0840642647884745	0.176322772640463	0.111031312388744	0	0
"LOC100240735"	0	0.505890929729957	0.238786859587116	0.367371065648529	0	0	0	0	0.31034012061215	0.238786859587116	1.74416109557041	1.33342373372519	1.67807190511264	2.5385381636298	0	0	2.14404636961671	4.26528685756517	3.77399632511117	2.09085343045111	2.33342373372519	3.94860084749336	0	3.19692173382033	1.29865831556452	3.0232553523003	3.75595576955096	0	2.78450398292957	3.87479696589867	0	0.263034405833794	0.443606651475615	0.321928094887362	0.432959407276106	0.594548549550354	0.432959407276106	0	0	1.42223300068305	3.84899843040002	2.6507645591169	2.67355642399014	2.70043971814109	4.68032435684402	0.27500704749987	0.333423733725192	0.356143810225275	0.53605290024021	0.831877241191673	0
"GUCA2A"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CHAC1"	1.13093086982645	2.26903314645524	1.98913900736823	0.815575428862573	1.24488705912353	1.87184364850932	0	0	2.01077983875324	1.93734439215023	0.855989697308481	2.18269229751619	0	0	1.11769504266975	0	0	0	1.15704371014558	0	0	0	0	0	0.887525270741587	0	1.50080205305716	0	2.34482849699744	1.91838623444635	1.09085343045111	2.84398384404833	2.3533232911629	1.27500704749987	2.114367024952	1.83592407425437	3.06004738366994	0	0	2.30158764660319	0	0	0.84799690655495	0	0	2.0036022366802	0.575312330687437	1.15055967657538	0.565597175854225	3.61706334388818	2.28095631383106
"MAGEC3"	0	0.238786859587116	1.40599235967584	0	0.070389327891398	0	0	0	0.070389327891398	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.189033824390017	0	0	0	0.0840642647884745	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0
"SLC34A1"	0.687060688339892	0.0565835283663675	0.0285691521967709	0.0426443374084937	0.137503523749935	0	0	0	0.0143552929770701	0	0	0	0	0	0	0.678071905112638	0	0	0	0	0	0	0	0	0	0	0	0	0	0.400537929583729	0	0	0	0	0.0840642647884745	0	0.0285691521967709	0	0.713695814843359	0	0	0	0	0	0	0	0	0	0	0	0
"RS1"	2.49569516262407	0.0143552929770701	0.0285691521967709	0	0.137503523749935	0	2.07724299893246	1.14404636961671	0.070389327891398	0.0285691521967709	0	0.475084882948783	0.641546029087524	0.505890929729957	1.34482849699744	1.60407132366886	1.46466826700344	1.0703893278914	0.622930350920177	0.879705766282288	1.84799690655495	0.545968369105292	1.06350294230616	2.39231742277876	1.85598969730848	1.81966818349646	1.14404636961671	0	0.985500430304885	0.622930350920177	1.799087306074	0	0	0	0.0285691521967709	0.0143552929770701	0	0.903038270112912	1.06350294230616	1.44890095114513	1.11769504266975	1.70487196445635	1.04264433740849	1.90303827011291	0	0	0	0	0	0.070389327891398	0.31034012061215
"PATE3"	2.88947354253111	0	0	0	0.070389327891398	0.0565835283663675	2.13422093976063	0	0	0	0	0	0	0	0	0	4.27202318906105	1.87578006306849	2.65764000520782	3.62410089462811	0	0	2.32192809488736	3.3305584000308	1.50589092972996	2.44890095114513	2.79285535236249	3.86987140617771	0	2.80322703643493	1.15055967657538	0	0	0	0	0	0	5.58255600301406	0	4.834407841807	2.74200621086674	1.68706068833989	0	0	3.58014548442338	0	0	0	0	0	0
"DAND5"	0	0.992768430768924	0.0840642647884745	0.0285691521967709	0.75702324650746	0.176322772640463	0	0	0.27500704749987	0.263034405833794	0.214124805352847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137503523749935	0	0.0976107966264223	0	0	0.0426443374084937	0	1.99276843076892	0	0.773996325111173	0	0	0	0	0.189033824390017	0.0426443374084937	0.070389327891398	0	0.189033824390017	0.124328135002202
"NSUN5"	2.83592407425437	4.34482849699744	4.77768271707355	4.64558638591361	3.36317107711924	3.36457243229586	4.41142624572646	1.60407132366886	4.36806987653208	4.21567859660793	3.4867143730307	2.48284828306847	3.46597446450407	1.78240856492737	2.72683121703249	1.94110631094643	1.49569516262407	1.94860084749336	2.25096157353322	3.50080205305716	3.24184018356467	2.85598969730848	1.68257329734758	3.21101219348551	2.92029330021101	1.28688114778816	3.67581593117227	1.22650852980868	3.78135971352466	3.6564963705535	0	4.29204549249286	4.09254574154357	3.38818953715608	4.32696871158789	4.37573453858316	4.18982455888002	4.26903314645524	1.0703893278914	3.56071495447448	3.43962313755712	2.77820857639809	1.83592407425437	1.10433665981474	2.57773093149008	5.2502036564993	3.9560566524124	3.95140129167431	4.07724299893246	4.18189764310839	4.35755200461808
"PRAMEF2"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.432959407276106	0	0.432959407276106	0	0
"GAB4"	0	0.0426443374084937	0.0285691521967709	0	0.150559676575381	0.0285691521967709	0	0	0.0976107966264223	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0.0976107966264223	0	0	0	0	0	0	0	0	0	0.070389327891398	0	0	0.0285691521967709	0	0
"CRYBB3"	0	0.895302621333307	0.0840642647884745	0.389566811762726	0.516015147003665	0	0	0	0.27500704749987	0.250961573533219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27500704749987	0.27500704749987	0.070389327891398	0	0.286881147788162	0	0	0	0	0	0	0	0	0	0.485426827170242	0.189033824390017	0.238786859587116	0	0	0.263034405833794
"C2orf78"	0	0	0.0426443374084937	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03562390973072	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"DNAJB9"	2.32768736417605	4.10181813422741	4.06953032516231	4.12680770314203	3.89627184880738	3.62293035092018	2.37295209791183	2.51096191927738	3.82781902461732	4.88166461932035	4.16108148227718	3.46988597627446	1.29865831556452	2.42223300068305	2.8073549220576	3.04614178164472	1.71369581484336	2.11103131238874	2.56071495447448	3.11103131238874	1.23266075679027	2.38128337250378	1.63691458035588	2.15055967657538	3.48800077083407	2.38681094647222	3.70487196445635	2.11103131238874	1.83187724119167	1.63691458035588	3.32337006906127	4.30231905094883	4.51222688651396	4.47832471148503	5.73416766115076	4.11852584893567	4.36737106564853	2.13422093976063	2.57046293102604	2.4541758931858	2.82374936030827	1.11769504266975	1.90689059560852	1.28095631383106	1.95233356636969	4.28095631383106	3.48928602262588	3.82068956055921	4.16027483140859	5.52418907844937	3.55336050333533
"CHCHD7"	2.56071495447448	3.49185309632967	3.52606881166759	3.94485844580754	4.77082904603249	2.38128337250378	4.58736499093646	2.75702324650746	4.08915913191124	3.27947129564447	3.9126498648972	3.37573453858316	2.51601514700366	3.76765479823735	5.49761236561836	3.24488705912353	2.48284828306847	4.16751850373522	2.03562390973072	3.28983446517751	2.99095486039699	2.54596836910529	2.61588707391606	1.0703893278914	3.37573453858316	3.46466826700344	3.15704371014558	3.70708299177171	3.04614178164472	3.31903981556254	3.28983446517751	3.41142624572647	4.15299460549244	2.77399632511117	4.56985560833095	3.29130885982897	3.74953426766926	4.11270013274936	2.74200621086674	3.6667565918848	4.76818432477693	3.7311832415722	2.66448284036468	3.24184018356467	3.3533232911629	3.37295209791183	3.51222688651396	4.02591469875079	3.87381319835909	3.78345665436024	3.39780296186249
"LIPF"	0	0.321928094887362	0.0565835283663675	0.111031312388744	0.75702324650746	0.0565835283663675	0	0	0	0	0.124328135002202	0.948600847493356	0	0	0	0	0	0	1.19534759832222	1	0	0	0	1.81147103052984	0	0	0	0.992768430768924	0	0	0	0	0	0	0.0565835283663675	0.176322772640463	0	4.4369613378336	0	0	0	0	0	1.22032995487956	1.64616265715789	0	0.0565835283663675	0	0	0	0
"LOC440040"	0	0	0	0.0285691521967709	0	0.111031312388744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0	0	0	0.454175893185802	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	0	0	1.25701061820602	0
"RSPO2"	0	0	0	0.124328135002202	0.070389327891398	0.0285691521967709	0	0	0	0.0285691521967709	0	0	0	0	0	0	0	0	0	0	1.55581615506164	0	0	0	0	0	0	0	0	0	0	0.124328135002202	0.0565835283663675	0	0.422233000683048	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0.0565835283663675	0	0.137503523749935	0.0565835283663675
"GP5"	0.526068811667588	0.0285691521967709	0.0143552929770701	0.137503523749935	0.070389327891398	0.070389327891398	0	0	0.0840642647884745	0.111031312388744	0.0840642647884745	0	0	0.443606651475615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.505890929729957	0.0565835283663675	0.111031312388744	0.0143552929770701	0.111031312388744	0.070389327891398	0.0565835283663675	0	0	0	1.74416109557041	0.475084882948783	0	0	1.32768736417605	0.0426443374084937	0.0426443374084937	0.0143552929770701	0.070389327891398	0	0.0285691521967709
"CALHM3"	0	0.0565835283663675	0	0	0.111031312388744	0	0	0	0.604071323668861	0	0	0	0	0	0	0	0	0.765534746362977	0	0	0	0	0	0	0	0	0	0	0	0	1.54596836910529	0.070389327891398	0.0285691521967709	0	0	0	0	0.879705766282288	0	0	0	0	0	0	0	0.0840642647884745	0.0426443374084937	0	0	0.238786859587116	0.16349873228288
"LOC100233209"	3.8972404255748	0.443606651475615	0.22650852980868	0.659924558402378	0.687060688339892	0.0976107966264223	4.01881218574282	5.83794324189103	0.367371065648529	0.250961573533219	0.263034405833794	2.11103131238874	5.25738784269265	4.97039353791468	5.15218341905505	2.72246602447109	4.18507363787676	4.20554891117303	3.15704371014558	4.99412711400313	4.18507363787676	5.26453643099903	6.29957437060887	5.67214243285383	4.13010717865883	5.61087719947195	2.68481873755322	4.34198574722862	5.63981097771678	4.43162295971329	1.77820857639809	0.887525270741587	0.7311832415722	0.321928094887362	0.84799690655495	0.31034012061215	0.27500704749987	2.39506279951758	3.36737106564853	6.03254169727004	4.66505161428921	4.94766615679601	3.97361127551947	4.61706334388818	4.53543091487128	0.584962500721156	0.622930350920177	0.443606651475615	0.622930350920177	0.250961573533219	0.367371065648529
"DCC"	0.432959407276106	0.0426443374084937	0	0	0.411426245726465	0.333423733725192	0	0.495695162624069	0.0285691521967709	0.0840642647884745	0	0	0.903038270112912	0	0	0.432959407276106	0	0	0	0	0	0.400537929583729	0	0	0	0.575312330687437	0.356143810225275	0	0	0	0	0.20163386116965	0.189033824390017	0.356143810225275	0.070389327891398	0.124328135002202	0	0	0.454175893185802	0.37851162325373	1.77399632511117	0.495695162624069	0	0.641546029087524	0	0.0565835283663675	0.070389327891398	0.20163386116965	0.150559676575381	4.6450098843911	0.0285691521967709
"PRAMEF12"	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.831877241191673	0	0	0	0
"PRAMEF11"	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CNDP1"	0	0	0.176322772640463	0	0	0	0	1.83592407425437	0.0285691521967709	0.137503523749935	0	0	0	0	0	0	0	0.831877241191673	0	0	0	0	0	0	0	0	0.895302621333307	0	0	1.11103131238874	0	0.27500704749987	0	0.070389327891398	0	0.356143810225275	0	0	0	0	0	1.55090066464752	0	0.669026765509631	0.963474123974886	0	0	0.124328135002202	0.111031312388744	0.516015147003665	0.321928094887362
"GABRG1"	0	0.0285691521967709	0.0143552929770701	0.0285691521967709	0.137503523749935	0	0	0	0.0143552929770701	0	0.111031312388744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0285691521967709	0.0565835283663675	0	0.0143552929770701	0	0	0	0	0	0	0	0	0	0.0143552929770701	0.0285691521967709	0.0285691521967709	0	0.0426443374084937
"PRAMEF4"	0	0.0285691521967709	0	0	0.0976107966264223	0.0426443374084937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"NKX2.3"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C17orf77"	0	0.0143552929770701	0	0.0143552929770701	0.321928094887362	0	0	0	0.0143552929770701	0.0285691521967709	0	1.93357263826102	0	0	0	0	0	0	1.56559717585423	0	0	1.70043971814109	0	1.55090066464752	0	0	0	0	0	0	0	0	2.03210084316702	2.0496307677246	2.18586654531133	0	2.75060650483559	0	0	0.604071323668861	0	0	0	0	0	0.0143552929770701	0	0.0285691521967709	0	0	0
"GHSR"	0	0	0	0	0.0840642647884745	0	0	0	0.070389327891398	0	0	0	0	2.59693514238723	1.36737106564853	1.61353165291793	0	0	0	2.14730669878029	1.64154602908752	0	0	0	0	0	0	2.30451104180995	0	0	7.21538738818826	0.0565835283663675	0	0	0	0	0	2.18586654531133	7.95582424080644	2.17951105027151	0	0	2.88947354253111	0	0	0	0	0	0	0	0
"C3orf50"	0	0.0976107966264223	0	0.150559676575381	0.214124805352847	0	0	0	0.0285691521967709	0	1.74416109557041	0	0	0.739848102699327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0565835283663675	0.0426443374084937	0.150559676575381	0	0	0.464668267003444	0	0	0	0	0	0	0	0	0	0	0.070389327891398	0.20163386116965	1.74416109557041	0
"LILRA3"	0	0.411426245726465	0	0.356143810225275	0.070389327891398	0	0	0	0.831877241191673	0	0.464668267003444	0	1.22032995487956	0	0	0	0	0	1.18269229751619	0	0	0	0	0	0	0	0	0	0	0	0	0	3.35614381022528	0.0426443374084937	0.250961573533219	0	0	0	0	1.01435529297707	0	0	0	0	0	0.475084882948783	0.16349873228288	0.124328135002202	0	0.333423733725192	0
"PRAMEF1"	0	0	0	0	0.0565835283663675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0426443374084937	0	0	0	0	0	0	0	0	0	0.298658315564515	0	0.22650852980868	0	0
"C4orf50"	0	0.0565835283663675	0.0143552929770701	0.111031312388744	0.0840642647884745	0.0426443374084937	0	0	0.0285691521967709	0	0	0.799087306074004	0	0	0	0	0	0	0.594548549550354	0.84799690655495	0	0	0	0	0	0	0	0	0	0.594548549550354	0	0.22650852980868	0.0976107966264223	0.27500704749987	0.356143810225275	0.545968369105292	0.0143552929770701	0	0	0	0	0	0	0	0	0.0143552929770701	0.0285691521967709	0.0143552929770701	0.070389327891398	0.16349873228288	0.0143552929770701
"KCNA3"	1.72683121703249	0.918386234446348	1.02147972741045	1.72246602447109	1.02856915219677	0.0426443374084937	3.21256933885081	1.66448284036468	0.863938450423971	0.400537929583729	0.815575428862573	0.765534746362977	1.0071955014042	3.97911075501579	2.08065766334523	0.941106310946431	1.91073266190291	0	0.565597175854225	0	0.956056652412403	1.41683974191283	1.29865831556452	2.40599235967584	0.422233000683048	4.16188768237689	1.06350294230616	1.87970576628229	0.910732661902913	3.58135124716878	0	2.54101915313356	1.68257329734758	1.20163386116965	2.4905701304462	1.39506279951758	0.464668267003444	2.17632277264046	1.78240856492737	2.68481873755322	1.46466826700344	1.15055967657538	0.713695814843359	2.15380533607904	3.77399632511117	1.53106949272595	0.918386234446348	1.33913738491959	1.28688114778816	2.57531233068744	1.22650852980868
"C1orf200"	1.48026512205446	0.0976107966264223	0.070389327891398	0	0	0	4.63691458035588	2.37016428054021	0.0565835283663675	0	0.0840642647884745	2.1243281350022	2.29278174922785	4.55028504908841	0.918386234446348	0	0	1.53106949272595	0	1.66902676550963	0	2.88947354253111	4.30597052098439	2.69821847822441	2.08406426478847	5.65935375917005	0	2.43829285157915	1.83592407425437	2.82578562746479	1.83592407425437	0.0565835283663675	0.0426443374084937	0	0.214124805352847	0.070389327891398	0	3.52606881166759	0.956056652412403	5.56224242422107	1.59454854955035	2.69376571221778	1.50080205305716	3.39917109381982	4.27947129564447	0.0565835283663675	0.0426443374084937	0	0.0426443374084937	0.0426443374084937	0
"NPSR1"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14404636961671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111031312388744	0	0	0	0	0
"POP7"	0	5.4178525148859	7.06091204958787	5.24944534108584	4.71314590249026	6.11478344724985	4.05311133645956	3.85598969730848	5.67270819562222	5.37851162325373	4.19455988602261	3.96716860753263	2.88166461932035	1.35049724708413	2.76765479823735	0	1.40599235967584	3.72027846523333	4.88362081628567	2.86789646399265	1.56071495447448	3.27798474729977	1.60880924267552	2.30451104180995	3.61823865559545	1.24488705912353	3.09423606984577	3.17632277264046	2.25701061820602	4.92694824794977	3.82374936030827	5.17712050284652	4.53169336086147	5.13216552547809	4.99774402605963	4.83995958748953	5.33449676839042	4.11270013274936	1.60880924267552	1.38956681176273	3.03386345186628	2.13750352374994	2.63226821549951	3.39780296186249	2.13422093976063	5.77373265060786	4.65821148275179	5.69460165335612	5.32984117653063	6.2037884533086	5.69265037003553
